"Service Request #","Date Request Opened","Request Status","SLA","Service Group","Agency Responsible","Request Name","Street Address","Latitude","Longitude","Location","TNI Area Description"
"18-00034676","2018 Apr 05 05:32:18 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","8908 CHESTNUT AVE","39.01230004","-76.77941971","(39.01230004, -76.77941971)","County Address"
"18-00034674","2018 Apr 05 05:24:39 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","TUCKER RD & PALMER RD",,,,"County Address"
"18-00034670","2018 Apr 05 05:08:02 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","4034 28TH AVE","38.83442908","-76.9473305","(38.83442908, -76.9473305)","Hillcrest Heights / Marlow Heights"
"18-00034647","2018 Apr 05 04:10:50 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","1661 TUCKER RD","38.78950543","-76.97871209","(38.78950543, -76.97871209)","County Address"
"18-00034641","2018 Apr 05 04:05:06 PM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","COLONEL CONTEE PL & COLONEL CONTEE CT",,,,"County Address"
"18-00034630","2018 Apr 05 03:48:24 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","7300 MARLBORO PIKE","38.84928717","-76.88036738","(38.84928717, -76.88036738)","Forestville"
"18-00034626","2018 Apr 05 03:44:51 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","BUTTERCUP LN & DOWER HOUSE RD",,,,"County Address"
"18-00034618","2018 Apr 05 03:34:25 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","2345 EVIAN CT","38.85763767","-76.91058848","(38.85763767, -76.91058848)","County Address"
"18-00034610","2018 Apr 05 03:26:24 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair",,,,,"County Address"
"18-00034587","2018 Apr 05 03:07:02 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","CONTEE RD & MID ATLANTIC BLVD",,,,"County Address"
"18-00034560","2018 Apr 05 02:28:16 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","GREENBELT RD & AEROSPACE RD",,,,"County Address"
"18-00034557","2018 Apr 05 02:23:41 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","PRINCESS GARDEN PKY & TIFFANY LN",,,,"County Address"
"18-00034532","2018 Apr 05 01:56:41 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","12205 THRIFT RD","38.72202654","-76.9298297","(38.72202654, -76.9298297)","County Address"
"18-00034507","2018 Apr 05 01:20:34 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","1015 BALSAMTREE DR","38.90458706","-76.91107148","(38.90458706, -76.91107148)","County Address"
"18-00034470","2018 Apr 05 12:06:26 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","1699 FOREST PARK DR",,,,"County Address"
"18-00034389","2018 Apr 05 10:30:24 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","5951 SURREY SERVICE DR","38.84893326","-76.9047387","(38.84893326, -76.9047387)","Suitland / Coral Hills"
"18-00034377","2018 Apr 05 10:18:48 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","16501 GARDNER RD",,,,"County Address"
"18-00034348","2018 Apr 05 09:49:44 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","10605 RIDGE DR","38.74387231","-76.87545784","(38.74387231, -76.87545784)","County Address"
"18-00034326","2018 Apr 05 09:28:02 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","11401 TRETON CT","38.89567766","-76.80941446","(38.89567766, -76.80941446)","County Address"
"18-00034294","2018 Apr 05 08:36:36 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","3411 63RD AVE","38.93310198","-76.90922507","(38.93310198, -76.90922507)","County Address"
"18-00034242","2018 Apr 04 11:19:51 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","5522 ALTOONA ST","38.88589369","-76.91074109","(38.88589369, -76.91074109)","County Address"
"18-00034212","2018 Apr 04 05:31:34 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","6209 BUCKLER RD","38.75415577","-76.8987941","(38.75415577, -76.8987941)","County Address"
"18-00034211","2018 Apr 04 05:31:25 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","1236 VAN BUREN DR","38.71568715","-76.98635547","(38.71568715, -76.98635547)","County Address"
"18-00034199","2018 Apr 04 05:15:12 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","12204 ASBURY DR","38.7235269","-76.99855915","(38.7235269, -76.99855915)","County Address"
"18-00034169","2018 Apr 04 04:34:30 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","2123 ROLANDER ST","38.99666373","-76.97011403","(38.99666373, -76.97011403)","County Address"
"18-00034109","2018 Apr 04 03:34:38 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","MARLBORO PIKE & UPLAND AVE",,,,"County Address"
"18-00034080","2018 Apr 04 03:06:20 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","CAPE COD CIR & LOTTSFORD DR",,,,"County Address"
"18-00034067","2018 Apr 04 02:54:05 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","7201 DEN MEADE AVE","38.79117066","-76.96053966","(38.79117066, -76.96053966)","County Address"
"18-00034050","2018 Apr 04 02:31:41 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","5500 COLUMBIA PARK RD",,,,"County Address"
"18-00034049","2018 Apr 04 02:30:45 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","6219 SUITLAND RD","38.83265225","-76.89980432","(38.83265225, -76.89980432)","County Address"
"18-00034021","2018 Apr 04 01:59:02 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","N KEYS RD & CROSS ROAD TRL",,,,"County Address"
"18-00033957","2018 Apr 04 12:53:21 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","FOREST PARK DR & TULIP AVE",,,,"County Address"
"18-00033951","2018 Apr 04 12:49:38 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","CONLEY RD & KNOLLBROOK DR",,,,"County Address"
"18-00033943","2018 Apr 04 12:41:17 PM","OPEN","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","PROSPECT HILL RD & HILLMEADE RD",,,,"County Address"
"18-00033940","2018 Apr 04 12:36:29 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","8710 RITCHBORO RD","38.8643057","-76.85658853","(38.8643057, -76.85658853)","Forestville"
"18-00033920","2018 Apr 04 12:20:07 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","LANHAM LN & WEBSTER LN",,,,"County Address"
"18-00033848","2018 Apr 04 11:11:13 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","BELVIDERE RD & CLAIRTON DR",,,,"County Address"
"18-00033846","2018 Apr 04 11:09:27 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","PRINCESS GARDEN PKY & ANNAPOLIS RD",,,,"County Address"
"18-00033842","2018 Apr 04 11:02:38 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","12201 CONWAY RD","39.05838559","-76.88457801","(39.05838559, -76.88457801)","County Address"
"18-00033839","2018 Apr 04 10:59:59 AM","OPEN","OVERDUE","Construction Division","Department of Public Works & Transportation","Pothole Repair","5024 ODELL RD",,,,"County Address"
"18-00033836","2018 Apr 04 10:58:03 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","E MAPLE AVE & ODELL RD",,,,"County Address"
"18-00033834","2018 Apr 04 10:57:08 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","E MAPLE AVE & CYPRESS RD",,,,"County Address"
"18-00033824","2018 Apr 04 10:48:50 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","E MAPLE AVE & SYCAMORE RD",,,,"County Address"
"18-00033809","2018 Apr 04 10:37:15 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","2800 JOHN A THOMPSON RD","38.82307619","-76.95876397","(38.82307619, -76.95876397)","County Address"
"18-00033783","2018 Apr 04 10:08:28 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","8900 2ND ST","38.97381298","-76.86287636","(38.97381298, -76.86287636)","County Address"
"18-00033782","2018 Apr 04 10:07:08 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","THRIFT RD & WINDBROOK DR",,,,"County Address"
"18-00033770","2018 Apr 04 09:55:42 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","CAMPBELL DR & HOLLY SPRING ST",,,,"County Address"
"18-00033748","2018 Apr 04 09:33:29 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","10208 GRANDHAVEN AVE","38.74946654","-76.78414619","(38.74946654, -76.78414619)","County Address"
"18-00033741","2018 Apr 04 09:25:38 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","HILLMEADE STATION DR & POPLAR VIEW DR",,,,"County Address"
"18-00033725","2018 Apr 04 09:11:10 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","5105 LINWOOD DR","38.81899868","-76.9788856","(38.81899868, -76.9788856)","Oxon Hill / Glassmanor"
"18-00033699","2018 Apr 04 08:47:39 AM","OPEN","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","9336 LANHAM SEVERN RD","38.97120639","-76.84982534","(38.97120639, -76.84982534)","County Address"
"18-00033697","2018 Apr 04 08:45:56 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","6900 SUNNYSIDE LN","38.79506062","-76.98334686","(38.79506062, -76.98334686)","County Address"
"18-00033649","2018 Apr 04 07:20:30 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","1601 FOREST PARK DR","38.86778086","-76.85746386","(38.86778086, -76.85746386)","Forestville"
"18-00033644","2018 Apr 04 06:05:18 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","805 BRIGHTSEAT RD",,,,"County Address"
"18-00033606","2018 Apr 03 05:18:23 PM","OPEN","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","9201 DRAWBRIDGE CT","38.763832","-76.87095986","(38.763832, -76.87095986)","County Address"
"18-00033595","2018 Apr 03 05:02:57 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","3204 NAYLOR RD",,,,"County Address"
"18-00033581","2018 Apr 03 04:47:21 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","901 CONLEY RD","38.97225279","-76.98927617","(38.97225279, -76.98927617)","County Address"
"18-00033576","2018 Apr 03 04:42:13 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","TUCKERMAN ST & AGER RD",,,,"County Address"
"18-00033573","2018 Apr 03 04:37:33 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","23RD AVE & EAST WEST HWY",,,,"County Address"
"18-00033566","2018 Apr 03 04:28:07 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","2028 ROANOKE ST","38.96693303","-76.97542643","(38.96693303, -76.97542643)","County Address"
"18-00033550","2018 Apr 03 04:06:37 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","3009 TUCKER RD","38.77242804","-76.95687647","(38.77242804, -76.95687647)","County Address"
"18-00033526","2018 Apr 03 03:29:28 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","6220 BEALE CIR",,,,"County Address"
"18-00033492","2018 Apr 03 02:50:19 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","SOUTHERN AVE & PENNSYLVANIA AVE",,,,"County Address"
"18-00033475","2018 Apr 03 02:22:05 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","1021 GLACIER AVE","38.87598764","-76.9243076","(38.87598764, -76.9243076)","County Address"
"18-00033447","2018 Apr 03 01:50:57 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","3004 LUMAR DR","38.78804446","-76.95547878","(38.78804446, -76.95547878)","County Address"
"18-00033436","2018 Apr 03 01:40:37 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","DIANNA DR & DEMING DR",,,,"County Address"
"18-00033433","2018 Apr 03 01:39:30 PM","OPEN","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","MARLBORO PIKE & WOODYARD RD",,,,"County Address"
"18-00033432","2018 Apr 03 01:39:13 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","3710 WALNUT LN","38.83799365","-76.91621861","(38.83799365, -76.91621861)","Silver Hill"
"18-00033431","2018 Apr 03 01:37:36 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","WALNUT LN & SWANN RD",,,,"County Address"
"18-00033430","2018 Apr 03 01:36:25 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","SWANN RD & MEADOWVIEW DR",,,,"County Address"
"18-00033429","2018 Apr 03 01:34:45 PM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","SUITLAND RD & MEADOWVIEW DR",,,,"County Address"
"18-00033221","2018 Apr 03 09:56:07 AM","CLOSED","CLOSED","Construction Division","Department of Public Works & Transportation","Pothole Repair","9554 Landover Rd",,,,"County Address"
